OBJT_ID,OCCU_YEAR,OCCU_MT,OCCU_DE,OCCU_TM,OCCU_DAY,OCCU_DATE,LCLAS,SCLAS,DEATH,SWPSN,SINJPSN,INJPSN,BIG,DRNKG,KID,ODSN,WLKG,VIOLT_CN,CTPRVN_CD,SGG_CD,EMD_CD,X,Y
738,2023,09,22,08,금요일,20230922,경상,차대차,0,0,1,0,null,O,null,null,null,안전운전 의무 불이행,11,11110,11110174,127.015354904,37.576861779
739,2023,12,20,18,수요일,20231220,중상,차대사람,0,1,0,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110174,127.013796989,37.5726190425
740,2023,03,24,12,금요일,20230324,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110174,127.014544903,37.5725409993
741,2023,03,14,17,화요일,20230314,경상,차대차,0,0,2,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110174,127.014883923,37.5726505546
742,2023,10,25,20,수요일,20231025,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110174,127.012340241,37.5719911043
743,2023,06,11,02,일요일,20230611,경상,차대차,0,0,3,0,null,O,null,O,null,안전거리 미확보,11,11110,11110174,127.009897457,37.5714942606
744,2023,05,23,19,화요일,20230523,경상,차대차,0,0,1,0,null,null,null,null,null,신호위반,11,11110,11110174,127.010779835,37.5716331227
745,2023,11,02,11,목요일,20231102,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110174,127.012908264,37.5699744312
746,2023,04,23,14,일요일,20230423,경상,차대차,0,0,2,0,null,null,null,null,null,신호위반,11,11110,11110174,127.012135587,37.5721164473
747,2023,01,28,12,토요일,20230128,중상,차대차,0,1,1,0,null,null,null,O,null,안전거리 미확보,11,11110,11110174,127.012723435,37.5722721042
748,2023,03,31,19,금요일,20230331,경상,차대차,0,0,2,0,null,null,null,null,null,신호위반,11,11110,11110174,127.011604949,37.5718708894
749,2023,11,14,16,화요일,20231114,경상,차대차,0,0,1,0,null,null,null,null,null,신호위반,11,11110,11110174,127.015750852,37.5699320447
750,2023,02,16,19,목요일,20230216,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110174,127.015919715,37.5700859663
751,2023,04,12,12,수요일,20230412,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110174,127.0100469,37.5797962828
752,2023,07,06,08,목요일,20230706,중상,차량단독,0,1,0,0,null,null,null,O,null,안전운전 의무 불이행,11,11110,11110174,127.013820575,37.5724749241
753,2023,11,24,08,금요일,20231124,경상,차대차,0,0,1,0,null,null,null,O,null,안전거리 미확보,11,11110,11110174,127.01543844,37.5762041389
754,2023,07,10,14,월요일,20230710,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110174,127.012512054,37.5699547689
755,2023,10,21,16,토요일,20231021,중상,차대사람,0,1,0,0,null,null,null,null,O,신호위반,11,11110,11110174,127.014068766,37.5726201615
756,2023,12,08,14,금요일,20231208,경상,차대사람,0,0,1,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110174,127.011640157,37.5716817522
757,2023,08,17,11,목요일,20230817,중상,차량단독,0,1,0,0,null,null,null,O,null,안전운전 의무 불이행,11,11110,11110174,127.013719127,37.5724023985
758,2023,09,28,19,목요일,20230928,경상,차대사람,0,0,1,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110174,127.012691262,37.575471753
759,2023,10,31,00,화요일,20231031,경상,차대차,0,0,2,0,null,null,null,null,null,교차로 통행방법 위반,11,11110,11110174,127.015526592,37.5730858404
760,2023,11,25,18,토요일,20231125,경상,차대차,0,0,1,0,null,null,null,null,null,교차로 통행방법 위반,11,11110,11110174,127.011606539,37.5716275323
761,2023,12,22,23,금요일,20231222,경상,차대차,0,0,1,0,null,null,null,null,null,신호위반,11,11110,11110174,127.015571888,37.5730860263
762,2023,01,12,11,목요일,20230112,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110174,127.01084654,37.571822682
763,2023,12,18,12,월요일,20231218,경상,차대차,0,0,1,0,null,null,null,null,null,신호위반,11,11110,11110174,127.015572998,37.5729147749
764,2023,06,01,21,목요일,20230601,부상신고,차대차,0,0,0,1,null,null,null,null,null,안전거리 미확보,11,11110,11110174,127.014397574,37.5725584203
765,2023,10,21,10,토요일,20231021,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110174,127.015660614,37.5716262078
766,2023,04,14,10,금요일,20230414,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110174,127.010576179,37.5750664103
767,2023,04,30,00,일요일,20230430,경상,차대사람,0,0,1,0,null,null,null,null,O,기타,11,11110,11110174,127.015096509,37.5730480207
768,2023,03,16,05,목요일,20230316,경상,차대차,0,0,2,0,null,null,null,null,null,안전거리 미확보,11,11110,11110174,127.01684715,37.5702610217
769,2023,04,24,22,월요일,20230424,경상,차대차,0,0,1,0,null,O,null,null,null,안전운전 의무 불이행,11,11110,11110174,127.012034671,37.5719628012
770,2023,08,25,18,금요일,20230825,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110174,127.010031998,37.5699715422
771,2023,02,20,09,월요일,20230220,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110174,127.009107756,37.5762140368
772,2023,07,04,11,화요일,20230704,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110174,127.011717365,37.5719975431
773,2023,08,06,02,일요일,20230806,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110174,127.012067878,37.5720801136
774,2023,09,04,11,월요일,20230904,경상,차대차,0,0,2,0,null,null,null,O,null,신호위반,11,11110,11110174,127.014148679,37.5725213423
775,2023,11,25,12,토요일,20231125,중상,차대차,0,2,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.019923348,37.5744017426
776,2023,06,18,12,일요일,20230618,경상,차대차,0,0,1,0,null,null,null,null,null,기타,11,11110,11110175,127.020282596,37.5766565703
777,2023,06,24,10,토요일,20230624,중상,차대사람,0,1,0,0,null,O,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.018353852,37.5736832852
778,2023,11,03,15,금요일,20231103,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.023141474,37.5758749683
779,2023,01,17,22,화요일,20230117,경상,차대차,0,0,2,0,null,null,null,O,null,안전거리 미확보,11,11110,11110175,127.018240319,37.5737278893
780,2023,03,26,14,일요일,20230326,경상,차대차,0,0,2,0,null,null,null,null,null,중앙선 침범,11,11110,11110175,127.023147853,37.5748744988
781,2023,07,11,15,화요일,20230711,경상,차대차,0,0,2,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.021314799,37.5746327298
782,2023,09,28,15,목요일,20230928,중상,차대차,0,1,0,0,null,null,null,null,null,기타,11,11110,11110175,127.015695169,37.5715362148
783,2023,09,29,16,금요일,20230929,경상,차대차,0,0,3,0,null,null,null,null,null,기타,11,11110,11110175,127.020293805,37.5766746428
784,2023,07,22,17,토요일,20230722,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110175,127.023133483,37.5753521547
785,2023,07,05,14,수요일,20230705,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.015709471,37.5745738134
786,2023,10,20,15,금요일,20231020,경상,차대사람,0,0,1,0,null,null,null,O,O,안전운전 의무 불이행,11,11110,11110175,127.019102468,37.5734970542
787,2023,04,25,21,화요일,20230425,경상,차대차,0,0,1,0,null,O,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.016240712,37.5729806073
788,2023,08,14,16,월요일,20230814,경상,차대차,0,0,3,0,null,null,null,O,null,안전거리 미확보,11,11110,11110175,127.022048233,37.5750503213
789,2023,12,07,17,목요일,20231207,경상,차대사람,0,0,1,0,null,null,null,O,O,안전운전 의무 불이행,11,11110,11110175,127.021350421,37.5779137768
790,2023,02,03,21,금요일,20230203,경상,차대사람,0,0,1,0,null,null,null,null,O,보행자 보호의무 위반,11,11110,11110175,127.015616192,37.5732394371
791,2023,06,18,01,일요일,20230618,중상,차대사람,0,1,0,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.01563995,37.5730682786
792,2023,10,13,16,금요일,20231013,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.018697104,37.571377236
793,2023,02,14,19,화요일,20230214,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.022884057,37.5753962142
794,2023,02,26,18,일요일,20230226,경상,차대차,0,0,2,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.017019165,37.5734344684
795,2023,12,02,16,토요일,20231202,경상,차대사람,0,0,1,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.023002993,37.5745043612
796,2023,02,16,15,목요일,20230216,경상,차대차,0,0,1,0,null,null,null,O,null,신호위반,11,11110,11110175,127.02126904,37.574704652
797,2023,10,05,20,목요일,20231005,경상,차대사람,0,0,1,0,null,null,O,null,O,안전운전 의무 불이행,11,11110,11110175,127.019806227,37.5750051687
798,2023,11,19,07,일요일,20231119,경상,차대사람,0,0,1,0,null,null,null,O,O,보행자 보호의무 위반,11,11110,11110175,127.022938839,37.5756848667
799,2023,07,31,17,월요일,20230731,경상,차대사람,0,0,1,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.01678977,37.5738842031
800,2023,12,10,12,일요일,20231210,중상,차대차,0,2,0,0,null,null,null,null,null,안전거리 미확보,11,11110,11110175,127.023262706,37.5746225855
801,2023,03,05,21,일요일,20230305,경상,차대사람,0,0,1,0,null,O,null,O,O,안전운전 의무 불이행,11,11110,11110175,127.021177188,37.5766692158
802,2023,04,06,20,목요일,20230406,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.020297456,37.5743401691
803,2023,10,12,16,목요일,20231012,경상,차대사람,0,0,1,0,null,null,null,null,O,신호위반,11,11110,11110175,127.015912312,37.5729792611
804,2023,07,21,21,금요일,20230721,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.02297448,37.5754236201
805,2023,12,26,17,화요일,20231226,경상,차량단독,0,0,1,0,null,null,null,null,null,신호위반,11,11110,11110175,127.015640067,37.5730502522
806,2023,06,10,16,토요일,20230610,경상,차대차,0,0,2,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.02119978,37.5766783209
807,2023,12,21,12,목요일,20231221,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110175,127.017958027,37.5736005483
808,2023,01,26,14,목요일,20230126,경상,차대사람,0,0,1,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.018392056,37.5712678302
809,2023,10,21,12,토요일,20231021,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110175,127.021099521,37.5746498836
810,2023,02,21,11,화요일,20230221,중상,차대사람,0,1,0,0,null,null,null,null,O,보행자 보호의무 위반,11,11110,11110175,127.022972525,37.5757300702
811,2023,09,20,12,수요일,20230920,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110175,127.015744202,37.5727081675
812,2023,08,27,15,일요일,20230827,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.017222651,37.5734893815
813,2023,12,22,08,금요일,20231222,경상,차대차,0,0,2,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.022442747,37.5753403489
814,2023,07,28,22,금요일,20230728,경상,차대차,0,0,2,1,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.019743721,37.5741576482
815,2023,02,26,18,일요일,20230226,부상신고,차량단독,0,0,0,1,null,O,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.015225633,37.5810795486
816,2023,11,14,12,화요일,20231114,중상,차대차,0,1,1,0,null,O,null,null,null,안전거리 미확보,11,11110,11110175,127.021100098,37.5745597512
817,2023,05,21,15,일요일,20230521,경상,차대차,0,0,1,0,null,null,null,null,null,신호위반,11,11110,11110175,127.022835951,37.5722863717
818,2023,10,09,19,월요일,20231009,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.01930784,37.5714968995
819,2023,08,16,13,수요일,20230816,경상,차대사람,0,0,2,0,null,null,null,O,O,안전운전 의무 불이행,11,11110,11110175,127.018123593,37.5725105941
820,2023,07,01,21,토요일,20230701,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110175,127.022568409,37.5751696013
821,2023,08,16,14,수요일,20230816,경상,차량단독,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.015539602,37.5763217292
822,2023,12,21,10,목요일,20231221,부상신고,차대차,0,0,0,1,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.021886377,37.5737967933
823,2023,05,15,00,월요일,20230515,경상,차대차,0,0,2,0,null,null,null,null,null,신호위반,11,11110,11110175,127.01566289,37.5730233054
824,2023,11,08,20,수요일,20231108,경상,차대사람,0,0,1,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.015671354,37.5717163866
825,2023,07,25,18,화요일,20230725,경상,차대사람,0,0,1,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.019091201,37.5734879949
826,2023,02,25,14,토요일,20230225,경상,차대사람,0,0,1,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.022627401,37.5730246335
827,2023,12,12,15,화요일,20231212,경상,차대사람,0,0,1,0,null,null,null,O,O,안전운전 의무 불이행,11,11110,11110175,127.019056649,37.5735779888
828,2023,09,25,10,월요일,20230925,경상,차대차,0,0,1,0,null,null,null,null,null,신호위반,11,11110,11110175,127.015688107,37.5743754294
829,2023,08,19,01,토요일,20230819,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.021670203,37.5757248003
830,2023,05,01,12,월요일,20230501,중상,차량단독,0,1,0,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.015317054,37.5809537356
831,2023,12,02,16,토요일,20231202,중상,차대차,0,1,0,0,null,null,null,null,null,신호위반,11,11110,11110175,127.015663124,37.5729872525
832,2023,12,06,10,수요일,20231206,경상,차대차,0,0,1,0,null,null,null,null,null,기타,11,11110,11110175,127.018838242,37.5740818532
833,2023,12,28,09,목요일,20231228,부상신고,차대차,0,0,0,1,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.021964289,37.5722377778
834,2023,03,24,16,금요일,20230324,경상,차대차,0,0,1,0,null,O,null,null,null,중앙선 침범,11,11110,11110175,127.015903269,37.574376312
835,2023,09,24,11,일요일,20230924,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.015808058,37.5715907587
836,2023,05,13,05,토요일,20230513,경상,차대차,0,0,2,0,null,O,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.015887675,37.5715370044
837,2023,12,27,15,수요일,20231227,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.016566643,37.5716118946
838,2023,01,28,18,토요일,20230128,경상,차대차,0,0,1,0,null,null,null,null,null,기타,11,11110,11110175,127.01729185,37.5803128584
839,2023,05,18,21,목요일,20230518,중상,차대사람,0,1,0,1,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.023251205,37.5728739253
840,2023,02,02,14,목요일,20230202,경상,차대사람,0,0,1,0,null,null,null,O,O,안전운전 의무 불이행,11,11110,11110175,127.017883231,37.5729062055
841,2023,07,25,10,화요일,20230725,경상,차대사람,0,0,1,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.015790026,37.5743758475
842,2023,10,06,18,금요일,20231006,중상,차량단독,0,1,0,0,null,null,null,O,null,안전운전 의무 불이행,11,11110,11110175,127.019336163,37.5741379625
843,2023,04,25,13,화요일,20230425,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.01507006,37.5806192232
844,2023,06,22,11,목요일,20230622,경상,차대사람,0,0,1,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.020838881,37.5729092258
845,2023,07,20,11,목요일,20230720,경상,차대차,0,0,1,0,null,null,null,null,null,신호위반,11,11110,11110175,127.020748289,37.5729088581
846,2023,11,13,14,월요일,20231113,경상,차대차,0,0,2,0,null,null,null,null,null,기타,11,11110,11110175,127.0172347,37.5803937459
847,2023,12,22,09,금요일,20231222,중상,차대차,0,1,0,0,null,null,null,null,null,안전거리 미확보,11,11110,11110175,127.015750621,37.5717167118
848,2023,12,29,11,금요일,20231229,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.020628692,37.5738998545
849,2023,08,05,18,토요일,20230805,부상신고,차대차,0,0,0,1,null,null,null,null,null,안전거리 미확보,11,11110,11110175,127.023168318,37.5752170934
850,2023,07,01,13,토요일,20230701,경상,차대사람,0,0,1,0,null,null,null,O,O,안전운전 의무 불이행,11,11110,11110175,127.019228772,37.5732271645
851,2023,01,17,12,화요일,20230117,경상,차대사람,0,0,1,0,null,null,null,null,O,기타,11,11110,11110175,127.01572529,37.5738798411
852,2023,07,27,05,목요일,20230727,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.017086586,37.5735158654
853,2023,09,03,20,일요일,20230903,경상,차대사람,0,0,1,0,null,null,null,null,O,보행자 보호의무 위반,11,11110,11110175,127.017086237,37.5735699448
854,2023,08,21,05,월요일,20230821,중상,차대사람,0,1,0,0,null,null,null,null,O,기타,11,11110,11110175,127.018839575,37.5738745488
855,2023,06,08,16,목요일,20230608,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.015084585,37.5818721536
856,2023,12,09,22,토요일,20231209,경상,차대차,0,0,3,0,null,O,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.022082091,37.5750684853
857,2023,03,17,13,금요일,20230317,경상,차대차,0,0,2,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.015683203,37.571635314
858,2023,02,03,18,금요일,20230203,경상,차대사람,0,0,1,0,null,null,null,O,O,안전운전 의무 불이행,11,11110,11110175,127.022996497,37.5755228572
859,2023,07,16,02,일요일,20230716,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110175,127.015674623,37.5729602592
860,2023,12,27,18,수요일,20231227,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.021889143,37.5733641578
861,2023,10,03,14,화요일,20231003,중상,차대사람,0,1,0,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.015864269,37.5716540836
862,2023,11,01,14,수요일,20231101,경상,차대차,0,0,1,0,null,null,null,null,null,교차로 통행방법 위반,11,11110,11110175,127.022826801,37.575495131
863,2023,12,20,12,수요일,20231220,중상,차대차,0,1,0,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.023288567,37.5723422811
864,2023,05,16,11,화요일,20230516,중상,차대사람,0,1,0,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.021920638,37.5737518647
865,2023,04,10,13,월요일,20230410,경상,차대사람,0,0,1,0,null,null,null,O,O,안전운전 의무 불이행,11,11110,11110175,127.018467841,37.5718089478
866,2023,01,09,13,월요일,20230109,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.019437386,37.5742465363
867,2023,10,06,09,금요일,20231006,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.023109454,37.575568381
868,2023,07,03,17,월요일,20230703,경상,차대차,0,0,1,0,null,null,null,O,null,안전운전 의무 불이행,11,11110,11110175,127.022951888,37.5754145153
869,2023,08,05,20,토요일,20230805,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.015978033,37.5715734288
870,2023,08,22,03,화요일,20230822,경상,차대차,0,0,1,0,null,O,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.015573751,37.5762948289
871,2023,06,26,22,월요일,20230626,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110175,127.015944826,37.5732047312
872,2023,02,28,12,화요일,20230228,중상,차대사람,0,2,1,0,null,null,null,O,O,안전운전 의무 불이행,11,11110,11110175,127.017449717,37.5734001752
873,2023,11,19,08,일요일,20231119,경상,차대사람,0,0,1,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.021860674,37.5742744032
874,2023,05,02,15,화요일,20230502,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110175,127.019493834,37.5742738065
875,2023,05,20,14,토요일,20230520,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110175,127.015739414,37.5716986389
876,2023,03,19,11,일요일,20230319,경상,차대사람,0,0,1,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110175,127.01675018,37.5730007209
877,2023,05,04,12,목요일,20230504,경상,차대차,0,0,1,0,null,null,null,O,null,안전거리 미확보,11,11110,11110176,126.964557061,37.5681065553
878,2023,12,19,13,화요일,20231219,경상,차대차,0,0,1,0,null,null,null,null,null,기타,11,11110,11110176,126.963006353,37.569595746
879,2023,06,02,09,금요일,20230602,중상,차대차,0,1,0,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110176,126.965424137,37.5672001252
880,2023,01,03,19,화요일,20230103,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110177,126.968971801,37.5683157786
881,2023,05,23,16,화요일,20230523,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110177,126.967060707,37.5663602589
882,2023,08,07,21,월요일,20230807,경상,차대차,0,0,2,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110177,126.968849164,37.5680448231
883,2023,06,19,11,월요일,20230619,경상,차대차,0,0,2,0,null,null,null,O,null,교차로 통행방법 위반,11,11110,11110177,126.968859335,37.5682071111
884,2023,09,22,23,금요일,20230922,경상,차대사람,0,0,1,0,null,O,null,null,O,기타,11,11110,11110177,126.967554493,37.5669844159
885,2023,08,11,08,금요일,20230811,중상,차대차,0,1,1,0,null,null,null,null,null,기타,11,11110,11110177,126.967915807,37.5671302603
886,2023,12,01,17,금요일,20231201,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110177,126.968735035,37.568170498
887,2023,05,30,19,화요일,20230530,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110177,126.967036712,37.5665494333
888,2023,05,11,19,목요일,20230511,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110177,126.966336291,37.5663209326
889,2023,04,26,17,수요일,20230426,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110177,126.966370324,37.566312073
890,2023,05,22,15,월요일,20230522,경상,차대차,0,0,1,0,null,null,null,O,null,안전거리 미확보,11,11110,11110177,126.968072387,37.5689967526
891,2023,05,08,04,월요일,20230508,경상,차대차,0,0,2,0,null,null,null,O,null,신호위반,11,11110,11110177,126.968736251,37.5679992477
892,2023,10,20,23,금요일,20231020,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110177,126.967127939,37.5664597105
893,2023,05,11,17,목요일,20230511,중상,차대사람,0,1,0,0,null,null,null,null,O,보행자 보호의무 위반,11,11110,11110177,126.966527056,37.5681515277
894,2023,03,29,19,수요일,20230329,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110177,126.967228819,37.5666043812
895,2023,01,28,16,토요일,20230128,경상,차대사람,0,0,1,1,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110177,126.966324196,37.5664290395
896,2023,08,22,11,화요일,20230822,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110177,126.967691269,37.5668588442
897,2023,04,22,18,토요일,20230422,경상,차대차,0,0,2,0,null,null,null,O,null,안전거리 미확보,11,11110,11110177,126.967173231,37.5664599149
898,2023,10,24,16,화요일,20231024,중상,차대차,0,1,0,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110178,126.965970024,37.5700418357
899,2023,09,07,12,목요일,20230907,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110180,126.959904491,37.5726101164
900,2023,03,05,11,일요일,20230305,경상,차대차,0,0,2,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110180,126.961255614,37.5721205503
901,2023,12,01,19,금요일,20231201,경상,차대차,0,0,1,0,null,null,null,O,null,기타,11,11110,11110180,126.962346983,37.5715306379
902,2023,01,15,20,일요일,20230115,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110180,126.961773296,37.5709962299
903,2023,09,01,20,금요일,20230901,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110180,126.960528479,37.5724507274
904,2023,07,11,16,화요일,20230711,경상,차대차,0,0,1,0,null,null,null,null,null,교차로 통행방법 위반,11,11110,11110180,126.9605754,37.5722256055
905,2023,05,13,12,토요일,20230513,중상,차대차,0,1,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110180,126.962105314,37.5704929897
906,2023,11,21,08,화요일,20231121,경상,차대차,0,0,1,0,null,null,null,null,null,신호위반,11,11110,11110180,126.961761843,37.5710142046
907,2023,08,04,19,금요일,20230804,중상,차대차,0,1,0,0,null,null,null,null,null,기타,11,11110,11110180,126.959549866,37.5731042332
908,2023,06,12,11,월요일,20230612,경상,차대차,0,0,2,0,null,null,null,null,null,신호위반,11,11110,11110180,126.960336493,37.5723777423
909,2023,09,22,16,금요일,20230922,경상,차대차,0,0,1,0,null,null,null,null,null,중앙선 침범,11,11110,11110180,126.962043834,37.5711687187
910,2023,09,29,02,금요일,20230929,중상,차대차,0,2,1,1,null,null,null,null,null,기타,11,11110,11110180,126.959619439,37.5728792154
911,2023,12,05,19,화요일,20231205,경상,차대사람,0,0,1,0,null,null,null,null,O,안전운전 의무 불이행,11,11110,11110180,126.959652303,37.5730325945
912,2023,01,28,03,토요일,20230128,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110180,126.960611257,37.5719643792
913,2023,04,13,00,목요일,20230413,경상,차대차,0,0,1,0,null,null,null,O,null,안전거리 미확보,11,11110,11110181,126.962476844,37.5723694805
914,2023,10,13,08,금요일,20231013,중상,차대사람,0,2,4,0,null,null,null,O,O,보행자 보호의무 위반,11,11110,11110181,126.961195228,37.5726430549
915,2023,03,23,13,목요일,20230323,중상,차대차,0,1,0,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110181,126.960829742,37.5730740319
916,2023,08,18,08,금요일,20230818,경상,차대차,0,0,1,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110181,126.960912519,37.5725876836
917,2023,07,22,19,토요일,20230722,경상,차대차,0,0,2,0,null,null,null,null,null,안전운전 의무 불이행,11,11110,11110181,126.964411622,37.5726036106
918,2023,12,04,12,월요일,20231204,경상,차대차,0,0,1,0,null,null,null,null,null,안전거리 미확보,11,11110,11110181,126.961276768,37.5723279562
